1,FE,1,5247.0504
2,FE,1,5250.2089
3,XX,1,5213.8071
4,XX,1,5216.2740
5,XX,1,5217.3893
6,XX,1,5225.5261
7,XX,1,5232.9403
8,XX,1,5236.2041
9,XX,1,5242.4911
10,XX,1,5250.6460
11,XX,1,5253.0250
12,XX,1,5253.4617
13,XX,1,5262.6246
14,XX,1,5263.3063
15,XX,1,5279.6578
16,XX,1,5284.6086
17,XX,1,5288.5247
18,XX,1,5293.9588
19,XX,1,5295.3121
20,FE,1,4625.0453
21,FE,1,4630.1203
22,FE,1,4635.8462
23,FE,1,4637.5034
24,FE,1,4657.5848
25,FE,1,4658.2947
26,FE,1,4672.8305
27,FE,1,4678.8458
28,FE,1,4683.5597
29,FE,1,4690.1380
30,FE,1,4700.1579
31,FE,1,4704.9481
32,FE,1,4729.0192
33,FE,1,4733.5917
34,FE,1,4735.8439
35,FE,1,4749.9477
36,FE,1,4779.4394
37,FE,1,4785.9566
38,FE,1,4786.8070
39,FE,1,4788.7569
40,FE,1,4789.6508
41,FE,1,4794.3571
42,FE,1,4798.2649
43,FE,1,4798.7313
44,FE,1,4799.4061
45,FE,1,4835.8679
46,FE,1,4839.5445
47,FE,1,4848.8836
48,FE,1,4882.1434
49,FE,1,4885.4306
50,FE,1,4892.8589
51,FE,1,4907.7318
52,FE,1,4939.6867
53,FE,1,4946.3881
54,FE,1,4962.5719
55,FE,1,4969.9176
56,FE,1,4994.1295
57,FE,1,5001.8636
58,FE,1,5012.6947
59,FE,1,5014.9425
60,FE,1,5016.4790
61,FE,1,5022.2355
62,FE,1,5023.1866
63,FE,1,5029.6176
64,FE,1,5030.7786
65,FE,1,5044.2114
66,FE,1,5048.4361
67,FE,1,5054.6426
68,FE,1,5067.1496
69,FE,1,5074.7483
70,FE,1,5079.7400
71,FE,1,5083.3386
72,FE,1,5090.7740
73,FE,1,5109.6520
74,FE,1,5127.3593
75,FE,1,5129.6308
76,FE,1,5141.7390
77,FE,1,5143.7237
78,FE,1,5145.0937
79,FE,1,5159.0576
80,FE,1,5194.9418
81,FE,1,5196.0596
82,FE,1,5198.7111
83,FE,1,5243.7769
84,FE,1,5253.0250
85,FE,1,5294.5482
86,FE,1,5302.3074
87,FE,1,5320.0356
88,FE,1,5322.0408
89,FE,1,5332.8997
90,FE,1,5339.9294
91,FE,1,5364.8713
92,FE,1,5365.3991
93,FE,1,5367.4668
94,FE,1,5373.7086
95,FE,1,5383.3692
96,FE,1,5386.3341
97,FE,1,5389.4792
98,FE,1,5405.7752
99,FE,1,5415.1993
100,FE,1,5417.0332
101,FE,1,5432.9479
102,FE,1,5436.2958
103,FE,1,5436.5962
104,FE,1,5445.0424
105,FE,1,4741.5297
106,FE,1,4776.0673
107,FE,1,4780.8132
108,FE,1,4790.7431
109,FE,1,4799.0698
110,FE,1,4807.7088
111,FE,1,4808.1483
112,FE,1,4809.9384
113,FE,1,4873.7513
114,FE,1,4874.3537
115,FE,1,4875.8776
116,FE,1,4909.3835
117,FE,1,4910.0169
118,FE,1,4911.7794
119,FE,1,4938.8138
120,FE,1,4950.1060
121,FE,1,4985.2529
122,FE,1,4985.5473
123,FE,1,5002.7927
124,FE,1,5058.4975
125,FE,1,5072.6721
126,FE,1,5088.1531
127,FE,1,5104.0302
128,FE,1,5104.1912
129,FE,1,5127.6796
130,FE,1,5136.0931
131,FE,1,5137.3822
132,FE,1,5321.1080
133,FE,1,5329.9891
134,FE,1,5358.1147
135,FE,1,5369.9619
136,FE,1,5379.5740
137,FE,1,5393.1676
138,FE,1,5406.7751
139,FE,1,5410.9098
140,FE,1,5412.7857
141,FE,1,5441.3387
200,FE,1,6301.5080
201,FE,1,6302.4990
202,FE,1,15648.5088
203,FE,1,15652.8809
204,FE,1,6173.3356
205,XX,1,7771.944
206,XX,1,7774.166
207,XX,1,7775.388
208,FE,1,5576.090
209,BA,2,4554.040
210,BA,2,6496.040
211,TI,1,4981.730
221,FE,1,15631.949
222,NI,1,15632.654
223,FE,1,15645.020
224,FE,1,15647.410
227,FE,1,15662.018
228,FE,1,15665.245
229,NI,2,15632.456
300,SI,1,10827.089
